,name,score,label
0,4C2D34N6EAZZ_20220413173720_0_L050P_resize.png,4.0859926e-05,0
1,4C2D34N6UAZZ_20220413094425_0_L050P_resize.png,4.254771e-05,0
2,4C2D34N6UBZZ_20220422143435_0_L050P_resize.png,5.0703165e-05,0
3,4C2D34N7FBZZ_20220413075726_0_L050P_resize.png,3.913221e-05,0
4,4C2D34N6JBZZ_20220413174743_0_L050P_resize.png,4.1414092e-05,0
5,4C2D34N81BZZ_20220413093034_0_L050P_resize.png,4.3133365e-05,0
6,4C2D34N8HBZZ_20220413022739_0_L050P_resize.png,4.1828487e-05,0
7,4D2D33Z1GAZZ_20220408160517_0_L050P_resize.png,4.167328e-05,0
8,4D2D33Z1MBZZ_20220407121547_0_L050P_resize.png,4.2760934e-05,0
9,4D2D33Z3SAZZ_20220412222710_0_L050P_resize.png,4.036201e-05,0
10,4D2D33Z6GAZZ_20220408164109_0_L050P_resize.png,3.8545135e-05,0
11,4D2D33Z8ABZZ_20220408094502_0_L050P_resize.png,4.0793857e-05,0
12,4D2D33Z9HAZZ_20220410091933_0_L050P_resize.png,3.9136008e-05,0
13,4D2D3400QBZZ_20220412162159_0_L050P_resize.png,4.2516862e-05,0
14,5F2D4FU4GAZZ_20220608135237_0_L050P_resize.png,4.0548304e-05,0
15,5F2D4HH6ABZZ_20220517124022_0_L050P_resize.png,3.9980485e-05,0
16,5F2D4HH9FBZZ_20220530023554_0_L050P_resize.png,5.6035493e-05,0
17,5F2D4HJ4DAZZ_20220518010536_0_L050P_resize.png,4.0296796e-05,0
18,5F2D4HW1FBZZ_20220517220604_0_L050P_resize.png,4.0760347e-05,0
19,5F2D4HW1PAZZ_20220607023713_0_L050P_resize.png,3.8394963e-05,0
20,5F2D4HW1ZAZZ_20220604215612_0_L050P_resize.png,3.888299e-05,0
21,5F2D4HW2EBZZ_20220605204228_0_L050P_resize.png,4.103166e-05,0
22,5F2D4HW7MAZZ_20220519035720_0_L050P_resize.png,4.1062038e-05,0
23,5F2D4HW9QAZZ_20220607024925_0_L050P_resize.png,4.2290878e-05,0
24,5F2D4HX0ZBZZ_20220518043523_0_L050P_resize.png,4.4928012e-05,0
25,5F2D4HX1ABZZ_20220607031955_0_L050P_resize.png,4.0712934e-05,0
26,5F2D4HX1PBZZ_20220518013026_0_L050P_resize.png,4.3221484e-05,0
27,5F2D4HX1WBZZ_20220518010103_0_L050P_resize.png,4.0372404e-05,0
28,5F2D4JA1JBZZ_20220518151025_0_L050P_resize.png,4.0273088e-05,0
29,5F2D4JA1KBZZ_20220517230845_0_L050P_resize.png,4.5013283e-05,0
30,5F2D4JA1SAZZ_20220518150607_0_L050P_resize.png,4.304101e-05,0
31,5F2D4JA1TBZZ_20220518002515_0_L050P_resize.png,4.1053907e-05,0
32,5F2D4JA3GAZZ_20220517124139_0_L050P_resize.png,3.909332e-05,0
33,5F2D4JA3JAZZ_20220518051658_0_L050P_resize.png,4.001106e-05,0
34,5F2D4JA3ZBZZ_20220518191616_0_L050P_resize.png,4.459443e-05,0
35,5F2D4JA4SAZZ_20220517193948_0_L050P_resize.png,3.817176e-05,0
36,5F2D4JA4XAZZ_20220607180251_0_L050P_resize.png,4.1633917e-05,0
37,5F2D4JA9LBZZ_20220615231325_0_L050P_resize.png,5.1318868e-05,0
38,5F2D4JB0EBZZ_20220518030419_0_L050P_resize.png,3.9394716e-05,0
39,5F2D4JB1BAZZ_20220519053208_0_L050P_resize.png,4.101948e-05,0
40,5F2D4JB21AZZ_20220605000221_0_L050P_resize.png,4.3580018e-05,0
41,5F2D4JB5FBZZ_20220605131204_0_L050P_resize.png,3.973107e-05,0
42,5K1DCFG3QBZZ_20220227180641_0_L050P_resize.png,4.62995e-05,0
43,5K1DCFG8RAZZ_20220226185623_0_L050P_resize.png,4.1648655e-05,0
44,611D82H3HBZZ_20220228223802_0_L050P_resize.png,5.7138113e-05,0
45,611D82W0HAZZ_20220227205644_0_L050P_resize.png,4.6069355e-05,0
46,611D8362HAZZ_20220301084617_0_L050P_resize.png,6.1882114e-05,0
47,611DBBG7ABZZ_20220611115953_0_L050P_resize.png,5.1895295e-05,0
48,611DBBQ9HAZZ_20220611084820_0_L050P_resize.png,5.12066e-05,0
49,611DBBR2MBZZ_20220611215149_0_L050P_resize.png,4.6779503e-05,0
50,611DBBR4EBZZ_20220611161033_0_L050P_resize.png,4.958901e-05,0
51,611DBBW8MBZZ_20220413135337_0_L050P_resize.png,4.102128e-05,0
52,611DBBW8MBZZ_20220422105021_0_L050P_resize.png,4.9470935e-05,0
53,611DBCA1TAZZ_20220611210251_0_L050P_resize.png,5.2379528e-05,0
54,611DCJN0XBZZ_20220408030116_0_L050P_resize.png,4.9902796e-05,0
55,611DCJN11AZZ_20220227045047_0_L050P_resize.png,4.516642e-05,0
56,611DCJN5ZBZZ_20220226182117_0_L050P_resize.png,4.3591215e-05,0
57,611DCJN7KAZZ_20220227173139_0_L050P_resize.png,4.5779663e-05,0
