,name,score,label
0,5F2D4FU4MBZZ_20220725150001_0_L050P_resize.png,3.6923047e-05,0
1,5F2D4GS7ABZZ_20220725171845_0_L050P_resize.png,4.4296823e-05,0
2,6A2D4G28EAZZ_20220725165704_0_L050P_resize.png,3.7248406e-05,0
3,6A2D4GR8CAZZ_20220729084102_0_L050P_resize.png,4.9793078e-05,0
4,6A2D4LW4PBZZ_20220725180305_0_L050P_resize.png,3.9538958e-05,0
5,6A2D50S41AZZ_20220725190132_0_L050P_resize.png,3.897865e-05,0
6,6A2D50U8GBZZ_20220725200011_0_L050P_resize.png,3.978352e-05,0
7,6A2D51D0WBZZ_20220725200923_0_L050P_resize.png,3.8766608e-05,0
8,6A2D51G9WBZZ_20220725202228_0_L050P_resize.png,3.928229e-05,0
9,6A2D51P9FBZZ_20220725174033_0_L050P_resize.png,3.8404e-05,0
10,6A2D51P9TBZZ_20220725123144_0_L050P_resize.png,3.8036622e-05,0
11,6A2D51Q3WAZZ_20220725111253_0_L050P_resize.png,3.572548e-05,0
12,6A2D51V2FAZZ_20220725193652_0_L050P_resize.png,4.2446864e-05,0
13,6A2D51V5CAZZ_20220725142454_0_L050P_resize.png,3.586461e-05,0
14,6A2D51V7MAZZ_20220804073708_0_L050P_resize.png,4.251073e-05,0
15,6A2D51V7RBZZ_20220725142414_0_L050P_resize.png,5.1184517e-05,0
16,6A2D51W0TAZZ_20220726090519_0_L050P_resize.png,3.8249596e-05,0
17,6A2D51W9MBZZ_20220725121629_0_L050P_resize.png,3.652774e-05,0
18,6A2D5297NBZZ_20220725201202_0_L050P_resize.png,3.4720695e-05,0
19,6A2D52991AZZ_20220725150915_0_L050P_resize.png,3.4307348e-05,0
20,6A2D52A3BBZZ_20220725175913_0_L050P_resize.png,3.6324316e-05,0
21,6A2D52A3EBZZ_20220725175628_0_L050P_resize.png,4.1020663e-05,0
22,6A2D52A4MBZZ_20220725171413_0_L050P_resize.png,4.2235602e-05,0
23,6A2D52N5LAZZ_20220725171617_0_L050P_resize.png,3.698384e-05,0
24,6A2D52P1CAZZ_20220803174941_0_L050P_resize.png,4.2875556e-05,0
25,6A2D52P7NBZZ_20220725190035_0_L050P_resize.png,3.988381e-05,0
26,6A2D52S4FBZZ_20220729083237_0_L050P_resize.png,4.5482044e-05,0
27,6A2D52S8VBZZ_20220725195542_0_L050P_resize.png,3.7422145e-05,0
28,6A2D52X6CBZZ_20220725173301_0_L050P_resize.png,3.8135426e-05,0
29,6A2D52Y3NAZZ_20220725191452_0_L050P_resize.png,3.6348534e-05,0
30,6A2D55J8BAZZ_20220725122426_0_L050P_resize.png,4.0268613e-05,0
31,6A2D55J8DAZZ_20220725153305_0_L050P_resize.png,4.016434e-05,0
32,6A2D55K1VBZZ_20220725170035_0_L050P_resize.png,3.6685135e-05,0
33,6A2D55Y3ABZZ_20220725175535_0_L050P_resize.png,4.3540418e-05,0
34,6A2D55Y3HBZZ_20220725115001_0_L050P_resize.png,4.530503e-05,0
35,6A2D55Y8TBZZ_20220725123323_0_L050P_resize.png,3.5792662e-05,0
36,6A2D55Y8VBZZ_20220725130025_0_L050P_resize.png,3.4098623e-05,0
37,6A2D55Z7DBZZ_20220725163920_0_L050P_resize.png,3.5940586e-05,0
38,6A2D55Z7JAZZ_20220728165334_0_L050P_resize.png,4.3069347e-05,0
39,6A2D55Z8NBZZ_20220726085708_0_L050P_resize.png,3.8785223e-05,0
40,6A2D56031BZZ_20220725150803_0_L050P_resize.png,3.7997204e-05,0
41,6A2D5660XAZZ_20220728170950_0_L050P_resize.png,4.4849545e-05,0
42,6A2D5664FBZZ_20220725105710_0_L050P_resize.png,3.7563575e-05,0
43,6A2D56G2QBZZ_20220728173534_0_L050P_resize.png,4.501413e-05,0
44,6A2D56G7LBZZ_20220725104327_0_L050P_resize.png,4.0775067e-05,0
45,6A2D56H3MBZZ_20220725171517_0_L050P_resize.png,3.4988534e-05,0
46,6A2D56U4NAZZ_20220726041754_0_L050P_resize.png,5.333456e-05,0
47,6A2D56U6EBZZ_20220731171123_0_L050P_resize.png,4.7086418e-05,0
48,6A2D56U9PAZZ_20220725160416_0_L050P_resize.png,3.3582855e-05,0
49,6A2D56V0AAZZ_20220726063700_0_L050P_resize.png,4.010943e-05,0
50,6A2D56V3BBZZ_20220729191400_0_L050P_resize.png,4.9768103e-05,0
51,6A2D5745HAZZ_20220725120705_0_L050P_resize.png,3.40774e-05,0
52,6A2D61Y7DAZZ_20220726070026_0_L050P_resize.png,3.7983937e-05,0
53,6A2D61Z7CBZZ_20220726035450_0_L050P_resize.png,4.8178055e-05,0
54,6A2D61Z8XBZZ_20220726053951_0_L050P_resize.png,4.998188e-05,0
55,6A2D6203VBZZ_20220726042055_0_L050P_resize.png,3.8651535e-05,0
56,6A2D62U1HAZZ_20220726092703_0_L050P_resize.png,4.647616e-05,0
57,6A2D62U6SAZZ_20220726054636_0_L050P_resize.png,3.7415743e-05,0
58,6A2D62U7KAZZ_20220726063904_0_L050P_resize.png,3.859352e-05,0
59,6A2D62U7UAZZ_20220726060029_0_L050P_resize.png,4.7633035e-05,0
60,6A2D62U7VBZZ_20220726091721_0_L050P_resize.png,4.015007e-05,0
61,6A2D62V2FAZZ_20220726091205_0_L050P_resize.png,3.954649e-05,0
62,6A2D62V4NAZZ_20220726090706_0_L050P_resize.png,4.155616e-05,0
63,6A2D62V5VBZZ_20220726091446_0_L050P_resize.png,5.5198223e-05,0
64,6A2D62V81AZZ_20220726013804_0_L050P_resize.png,4.209704e-05,0
65,6A2D62V8KAZZ_20220726035112_0_L050P_resize.png,4.0297706e-05,0
66,6A2D62V8NAZZ_20220729141029_0_L050P_resize.png,5.7458754e-05,0
67,6A2D62W21BZZ_20220726065359_0_L050P_resize.png,5.2672433e-05,0
68,6A2D62W2GAZZ_20220726092614_0_L050P_resize.png,4.0682746e-05,0
69,6A2D62W2KAZZ_20220726024938_0_L050P_resize.png,3.9024006e-05,0
70,6A2D62W3AAZZ_20220726033322_0_L050P_resize.png,3.7668164e-05,0
71,6A2D62W4ZBZZ_20220726065313_0_L050P_resize.png,4.0429702e-05,0
72,6A2D62W6HAZZ_20220726053428_0_L050P_resize.png,3.868294e-05,0
73,6A2D62W7TAZZ_20220726065000_0_L050P_resize.png,4.0599247e-05,0
74,6A2D62W8SAZZ_20220726062354_0_L050P_resize.png,3.772222e-05,0
75,6A2D4LV9PBZZ_20220725125528_0_L050P_resize.png,3.765128e-05,0
76,6A2D51C6YAZZ_20220725155443_0_L050P_resize.png,3.5731384e-05,0
77,6A2D51P4ABZZ_20220730155043_0_L050P_resize.png,4.3256514e-05,0
78,6A2D51Q3MBZZ_20220725115957_0_L050P_resize.png,3.7770616e-05,0
79,6A2D5299AAZZ_20220728161347_0_L050P_resize.png,4.900136e-05,0
80,6A2D52N2FAZZ_20220728154610_0_L050P_resize.png,7.320356e-05,0
81,6A2D52N2TBZZ_20220807222316_0_L050P_resize.png,4.1504452e-05,0
82,6A2D5603DAZZ_20220726034536_0_L050P_resize.png,3.9279967e-05,0
83,6A2D56H3SBZZ_20220725123506_0_L050P_resize.png,4.1169176e-05,0
84,6A2D5746UAZZ_20220725113347_0_L050P_resize.png,3.4452172e-05,0
85,6A2D61Y7JAZZ_20220726052031_0_L050P_resize.png,4.078567e-05,0
86,6A2D6204UAZZ_20220726015246_0_L050P_resize.png,4.600255e-05,0
87,6A2D62V5SAZZ_20220726093234_0_L050P_resize.png,3.8732163e-05,0
88,612D32B5HBZZ_20220729085944_0_L050P_resize.png,4.796121e-05,1
89,6A2D3499ABZZ_20220727135525_0_L050P_resize.png,4.55616e-05,1
90,6A2D4LW11AZZ_20220727130600_0_L050P_resize.png,5.2799114e-05,1
91,6A2D4LX6WAZZ_20220801101617_0_L050P_resize.png,5.1585695e-05,1
92,6A2D55Y5PAZZ_20220727091610_0_L050P_resize.png,5.2837193e-05,1
93,6A2D5664TAZZ_20220730153955_0_L050P_resize.png,4.4347627e-05,1
94,6A2D5667ABZZ_20220729154632_0_L050P_resize.png,5.0386603e-05,1
95,6A2D56G8SBZZ_20220728101047_0_L050P_resize.png,4.753739e-05,1
96,6A2D56U7GAZZ_20220727160922_0_L050P_resize.png,4.7446993e-05,1
97,5F2D4HJ0EAZZ_20220731145212_0_L050P_resize.png,5.1166702e-05,1
98,5F2D4J99ZAZZ_20220727112050_0_L050P_resize.png,4.96176e-05,1
99,5F2D4JB5SAZZ_20220729095850_0_L050P_resize.png,5.250284e-05,1
100,612D32R1DAZZ_20220728091702_0_L050P_resize.png,4.9601254e-05,1
101,6A2D28W2SAZZ_20220729092512_0_L050P_resize.png,5.0231745e-05,1
102,6A2D33F8NAZZ_20220801085502_0_L050P_resize.png,4.6346708e-05,1
103,6A2D3407NAZZ_20220729140829_0_L050P_resize.png,5.0394305e-05,1
104,6A2D34A7TBZZ_20220728140716_0_L050P_resize.png,4.682691e-05,1
105,6A2D34B9HBZZ_20220801094849_0_L050P_resize.png,4.7666075e-05,1
106,6A2D4EY1SAZZ_20220727131729_0_L050P_resize.png,4.975354e-05,1
107,6A2D4EY3QBZZ_20220801173316_0_L050P_resize.png,4.8957263e-05,1
108,6A2D4EY41BZZ_20220801194131_0_L050P_resize.png,4.8707112e-05,1
109,6A2D4F93HBZZ_20220727174621_0_L050P_resize.png,4.9890983e-05,1
110,6A2D4FQ2QBZZ_20220725124114_0_L050P_resize.png,3.7238937e-05,1
111,6A2D4G22DAZZ_20220727141244_0_L050P_resize.png,5.0915412e-05,1
112,6A2D4G28SAZZ_20220727155835_0_L050P_resize.png,4.9069342e-05,1
113,6A2D4GE9GAZZ_20220801172509_0_L050P_resize.png,5.078628e-05,1
114,6A2D4GE9MAZZ_20220729075606_0_L050P_resize.png,5.0798903e-05,1
115,6A2D4GF2DBZZ_20220801102729_0_L050P_resize.png,4.8601818e-05,1
116,6A2D4GF8QAZZ_20220725203036_0_L050P_resize.png,3.4418255e-05,1
117,6A2D4LV9JBZZ_20220729145344_0_L050P_resize.png,4.5481076e-05,1
118,6A2D4LW5WBZZ_20220725194440_0_L050P_resize.png,3.9204788e-05,1
119,6A2D4LW9GBZZ_20220725191104_0_L050P_resize.png,4.2923482e-05,1
120,6A2D50R9KBZZ_20220729100903_0_L050P_resize.png,4.7913185e-05,1
121,6A2D50U6XAZZ_20220725122152_0_L050P_resize.png,3.540747e-05,1
122,6A2D5185WBZZ_20220801175246_0_L050P_resize.png,5.10518e-05,1
123,6A2D5185YBZZ_20220729085232_0_L050P_resize.png,5.115338e-05,1
124,6A2D5190WBZZ_20220727131000_0_L050P_resize.png,5.4643842e-05,1
125,6A2D51C7TBZZ_20220725112557_0_L050P_resize.png,4.007208e-05,1
126,6A2D51C8MBZZ_20220728100059_0_L050P_resize.png,5.2777737e-05,1
127,6A2D51D1NBZZ_20220728174616_0_L050P_resize.png,4.3819156e-05,1
128,6A2D51Q0EBZZ_20220729094239_0_L050P_resize.png,5.0712824e-05,1
129,6A2D51Q2BBZZ_20220727134945_0_L050P_resize.png,4.740937e-05,1
130,6A2D51V7VBZZ_20220727172152_0_L050P_resize.png,4.6314322e-05,1
131,6A2D51V9JBZZ_20220725124217_0_L050P_resize.png,4.062603e-05,1
132,6A2D51X1NAZZ_20220725101718_0_L050P_resize.png,3.8375256e-05,1
133,6A2D51X41BZZ_20220725101754_0_L050P_resize.png,4.051375e-05,1
134,6A2D52A9FAZZ_20220727092432_0_L050P_resize.png,5.3400803e-05,1
135,6A2D52P5CAZZ_20220727140411_0_L050P_resize.png,5.2292686e-05,1
136,6A2D52P9LBZZ_20220727145747_0_L050P_resize.png,4.739585e-05,1
137,6A2D52S2KBZZ_20220728093943_0_L050P_resize.png,4.790351e-05,1
138,6A2D52X7RBZZ_20220725165237_0_L050P_resize.png,3.806185e-05,1
139,6A2D52Y0VAZZ_20220728092100_0_L050P_resize.png,4.8625847e-05,1
140,6A2D55K0WBZZ_20220725171939_0_L050P_resize.png,4.2465435e-05,1
141,6A2D55K2HAZZ_20220729162158_0_L050P_resize.png,4.4416e-05,1
142,6A2D55Y5LAZZ_20220729090656_0_L050P_resize.png,4.912388e-05,1
143,6A2D55Y9DAZZ_20220801092421_0_L050P_resize.png,4.907027e-05,1
144,6A2D55Y9SAZZ_20220729143006_0_L050P_resize.png,4.869334e-05,1
145,6A2D55Z0WBZZ_20220729081249_0_L050P_resize.png,4.8649414e-05,1
146,6A2D55Z1EBZZ_20220729155504_0_L050P_resize.png,4.733472e-05,1
147,6A2D55Z6HBZZ_20220727144729_0_L050P_resize.png,4.739165e-05,1
148,6A2D55Z6ZBZZ_20220729152504_0_L050P_resize.png,4.9629947e-05,1
149,6A2D55Z8AAZZ_20220807230916_0_L050P_resize.png,4.3287302e-05,1
150,6A2D5601KBZZ_20220729150408_0_L050P_resize.png,5.075555e-05,1
151,6A2D5601NBZZ_20220728083228_0_L050P_resize.png,4.5780656e-05,1
152,6A2D5601ZAZZ_20220729181636_0_L050P_resize.png,4.9760234e-05,1
153,6A2D5604AAZZ_20220729094912_0_L050P_resize.png,5.1054274e-05,1
154,6A2D5665UAZZ_20220727152101_0_L050P_resize.png,5.0880437e-05,1
155,6A2D5668HAZZ_20220727175700_0_L050P_resize.png,5.038947e-05,1
156,6A2D56G5PAZZ_20220727165131_0_L050P_resize.png,4.8387257e-05,1
157,6A2D56G5UAZZ_20220801170824_0_L050P_resize.png,5.025712e-05,1
158,6A2D56G7AAZZ_20220728093116_0_L050P_resize.png,4.98118e-05,1
159,6A2D56U4FAZZ_20220727162718_0_L050P_resize.png,5.042317e-05,1
160,6A2D56U9XAZZ_20220729135919_0_L050P_resize.png,4.8455513e-05,1
161,6A2D56V0RAZZ_20220729103254_0_L050P_resize.png,5.3044583e-05,1
162,6A2D56V5JBZZ_20220729110659_0_L050P_resize.png,4.64586e-05,1
163,6A2D56V8RAZZ_20220729091441_0_L050P_resize.png,5.2609335e-05,1
164,6A2D5745TAZZ_20220801100902_0_L050P_resize.png,4.940563e-05,1
165,6A2D5747NAZZ_20220728085817_0_L050P_resize.png,4.956137e-05,1
